OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
32021,Destroyed (>50%),5959.0,Selby,Lane,Paradise Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,66909.0,1959.0,5959  SELBY LN   PARADISE CA 95969,39.7622416887416,-121.624857484689
52444,Destroyed (>50%),12338.0,E Fork,Road,Unincorporated,CA,,SHU,Shasta,French Gulch,7/23/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Metal,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,>30,>50',99825.0,1947.0,12338 E FORK RD FRENCH GULCH CA 96033,40.7608170819861,-122.602978806697
130802,Destroyed (>50%),16026.0,Miami ,Way,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,116304.0,1950.0,"16026 MIAMI WAY, PACIFIC PALISADES, CA 90272",34.04506,-118.5371399
106411,Destroyed (>50%),2761.0,Marengo,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Wood,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',185000.0,1941.0,"2761 MARENGO AVE, ALTADENA, CA 91001",34.1925576,-118.1417472
125940,No Damage,3469.0,Mandeville Canyon,Road,Los Angeles,CA,90049.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,367911.0,1955.0,"3469 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",34.1096724,-118.5011323
125681,Destroyed (>50%),1201.0,Rimmer,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Non Combustible,,,523486.0,1950.0,"1201 RIMMER AVE, PACIFIC PALISADES, CA 90272",34.0513837,-118.5272969
113033,No Damage,635.0,Barry,Place,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,30-50',59113.0,1953.0,"635 BARRY PL, ALTADENA, CA 91001",34.1867022,-118.1367475
17949,No Damage,7868.0,Spencer ,Lane,,CA,,LNU,Solano,Vacaville,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,253498.0,1984.0,7868 SPENCER LN VACAVILLE CA 95688,38.4475158362837,-122.014896265773
111828,No Damage,2383.0,Grandeur ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,,30-50',106372.0,1915.0,"2383 GRANDEUR AVE, ALTADENA, CA 91001",34.1866763,-118.1569897
22200,No Damage,17300.0,Big Basin,Way,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,135781.0,1945.0,17300 BIG BASIN WAY BOULDER CREEK CA 95006,37.1597482161556,-122.162159608277
77540,Destroyed (>50%),746.0,-355 Doyle Grade ,Road,Doyle,CA,96109.0,LMU,Lassen,Doyle ,7/4/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',75983.0,,746355 DOYLE GRADE RD DOYLE CA 96109,40.0206410847314,-120.117266401545
52383,Destroyed (>50%),4450.0,Eureka,Way,,CA,,SHU,Shasta,,7/23/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,51000.0,0.0,4466 EUREKA WAY REDDING CA 96001,40.5851407922908,-122.444026430308
40639,Destroyed (>50%),1080.0,Pearson,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Non Combustible,No Fence,,,369691.0,1969.0,1080  PEARSON RD   PARADISE CA 95969,39.749433033779,-121.594972387512
60611,Destroyed (>50%),8608.0,Paintbrush ,Court,SOUTH LAKE,CA,0.0,KRN,Kern,South Lake,6/24/2016 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,,,Unknown,, , , ,,,,13724.0,,8608 PAINTBRUSH CT SOUTH LAKE,35.6307095062743,-118.368415997966
75737,No Damage,898.0,Limerick ,,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,425867.0,1951.0,898 LIMERICK LN HEALDSBURG CA 95448,38.5877637751572,-122.832949648439
63999,Destroyed (>50%),4005.0,Split Rail,Court,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,847000.0,,4005 SPLIT RAIL CT SANTA ROSA CA 95403,38.5063941726146,-122.722522207454
93367,No Damage,0.0,Hard Luck,Road,,CA,0.0,LAC,Los Angeles,,6/15/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0,,34.7018563,-118.8133043
44197,Destroyed (>50%),765.0,Elliott,Road,Paradise Central Southwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Tile,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,,,2887587.0,1987.0,765  ELLIOTT RD   PARADISE CA 95969,39.7605166729139,-121.621515398794
34464,Destroyed (>50%),1833.0,Drendel,Circle,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,72828.0,1956.0,1833  DRENDEL CIR   PARADISE CA 95969,39.7440571798561,-121.569766418818
15619,Destroyed (>50%),7071.0,Pleasant Valley ,Road,,CA,,LNU,Solano,Vacaville ,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,,,277580.0,1969.0,7071 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.4043416502125,-122.043021116846
60483,Destroyed (>50%),0.0,Mt Veeder,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,53688.0,1975.0,3375 MOUNT VEEDER RD,38.3797296169303,-122.43163683357
77814,Destroyed (>50%),854.0,Recon,Road,,CA,95971.0,LMU,Plumas,,7/4/2021 12:00:00 AM,Fire,,Motor Home,Single Residence,0.0,Other,No Eaves,No Vents,Other,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,15462.0,,854 RECON RD CA 95971,39.8927923830314,-120.297121533448
84378,Destroyed (>50%),6996.0,Warner Creek ,Drive,Chester,CA,96020.0,LMU,Plumas,Chester,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,2181.0,,7008 WARNER CREEK DR CHESTER CA 96020,40.3670904396938,-121.307957740101
79010,No Damage,14.0,Slick Rock Six,Road,Wofford Heights,CA,93285.0,KRN,Kern,Alta Sierra,8/18/2021 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,,,WOFFORD HEIGHTS CA 93285,35.7452201757136,-118.562539321259
16673,No Damage,1243.0,Steele Canyon,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,295000.0,1990.0,1243 STEELE CANYON RD NAPA CA 94558,38.5167392054028,-122.191940490999
8311,No Damage,52242.0,Camp Sierra ,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, SHAVER LAKE CA 93664,37.1913967353315,-119.258384680845
75089,No Damage,0.0,,,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,518685.0,1952.0,1595 NUTTER RD GEYSERVILLE CA 95441,38.7200252666013,-122.880283301894
30524,Destroyed (>50%),0.0,Bille,Road,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,<30',64934.0,1949.0,895  BILLE RD   PARADISE CA 95969,39.7707642004488,-121.615652589008
81313,No Damage,7977.0,Slug Gulch ,Road,Somerset,CA,95684.0,AEU,El Dorado,Grizzly Flat ,8/14/2021 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,30-50',160826.0,,7975 SLUG GULCH RD SOMERSET CA 95684,38.5868590952622,-120.585995989941
104476,No Damage,1445.0,Daveric,Drive,Pasadena,CA,91107.0,LAC,Los Angeles,Pasadena,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,111446.0,1952.0,"1445 DAVERIC DR, PASADENA, CA 91107",34.1712274,-118.0747318
100867,No Damage,274.0,West Highland ,Drive,Camarillo,CA,93010.0,VNC,Ventura,Camarillo ,11/6/2024 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',471301.0,1962.0,"274 W HIGHLAND DR, CAMARILLO, CA 93010",34.2488902,-119.0507797
126441,Destroyed (>50%),15309.0,Earlham,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,794026.0,1925.0,"15309 EARLHAM ST, PACIFIC PALISADES, CA 90272",34.0380898,-118.5272945
41066,Destroyed (>50%),498.0,Sunburst,Drive,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,140030.0,1977.0,498  SUNBURST DR   PARADISE CA 95969,39.7452620356721,-121.631752130851
129955,Destroyed (>50%),18914.0,Pacific Coast,Highway,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Wood,Unknown,Unknown,,,222021.0,1930.0,"18914 PACIFIC COAST HWY, MALIBU, CA 90265",34.0390542,-118.5876402
77685,Destroyed (>50%),432.0,-505 Wolfin,Road,Doyle,CA,96109.0,LMU,Lassen,Doyle ,7/4/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,45241.0,,432505 WOLFIN RD DOYLE CA 96109,40.0065007145644,-120.164806227341
116751,Destroyed (>50%),1097.0,E Mariposa,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Unknown,,,112851.0,1939.0,"1097 E MARIPOSA ST, ALTADENA, CA 91001",34.1888571,-118.1279969
20802,No Damage,1500.0,Robin Hood ,Lane,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,48688.0,1930.0,1500 ROBIN HOOD LN BOULDER CREEK CA 95006,37.1565625860368,-122.151701902338
121756,Destroyed (>50%),17740.0,Castellammare,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,,,34846.0,1942.0,"17740 CASTELLAMMARE DR, PACIFIC PALISADES, CA 90272",34.0417331,-118.5625253
32104,Destroyed (>50%),560.0,Bille,Road,Paradise Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,,156941.0,1963.0,560  BILLE RD   PARADISE CA 95969,39.7699173041994,-121.630983590684
32305,Destroyed (>50%),5415.0,Pentz,Road,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,,30-50',114812.0,1958.0,5415  PENTZ RD   PARADISE CA 95969,39.737203984987,-121.573227464114
95144,Destroyed (>50%),29520.0,Highway 36,,,CA,0.0,TGU,Tehama,,7/24/2024 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',1393.0,0.0,,40.3322913,-121.9296289
44170,Destroyed (>50%),5913.0,McClain ,Lane,Paradise Central Southwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,112347.0,1981.0,5913  MCCLAIN LN   PARADISE CA 95969,39.7612172193223,-121.619585834631
5116,Destroyed (>50%),52762.0,Redwood ,Drive,,CA,0.0,TUU,Tulare,,8/19/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unknown,Unknown,Wood,Unknown,Wood,Unknown,No Patio Cover/Carport,No Fence,,,37530.0,0.0,   ,36.1606593591969,-118.61492433271
61013,Destroyed (>50%),9474.0,Whiskey Slide,Road,Mountain Ranch,CA,95246.0,TCU,Calaveras,Sierra Vista,9/9/2015 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unscreened,Combustible,Single Pane, , , ,,,,26000.0,,9254 WHISKEY SLIDE RD MOUNTAIN RANCH CA 95246,38.2386501399867,-120.563669799961
38881,Destroyed (>50%),5576.0,Angel,Drive,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unknown,Combustible,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,11216.0,1970.0,5576  ANGEL DR   PARADISE CA 95969,39.7502963323559,-121.597228314109
123628,No Damage,16790.0,Calle de Catalina ,,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,,,727760.0,1996.0,"16786 CALLE DE CATALINA, PACIFIC PALISADES, CA 90272",34.0765509,-118.5524082
35458,Destroyed (>50%),816.0,Elliot,Street,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,96907.0,1952.0,816  ELLIOTT RD   PARADISE CA 95969,39.7591301850091,-121.61910763266
113530,Destroyed (>50%),468.0,E Marigold,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,282017.0,1932.0,"468 E MARIGOLD ST, ALTADENA, CA 91001",34.1944012,-118.1369499
123825,Destroyed (>50%),15231.0,Via De Las Olas,,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,199359.0,1948.0,"15231 VIA DE LAS OLAS, PACIFIC PALISADES, CA 90272",34.0344429,-118.5275179
108173,No Damage,2060.0,Glen,Avenue,Pasadena,CA,91103.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,66244.0,1940.0,"2060 GLEN AVE, PASADENA, CA 91103",34.181188,-118.1549994
115144,Destroyed (>50%),954.0,Marcheta ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,73855.0,1924.0,"954 MARCHETA ST, ALTADENA, CA 91001",34.1872495,-118.1302448
93413,No Damage,67.0,Beaver ,Road,Oroville,CA,95966.0,BTU,Butte,Palermo,6/24/2024 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,11-20,,146109.0,1991.0,"67 BEAVER RD, OROVILLE, CA 95966",39.4390982,-121.5036052
55791,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,37134.0,1957.0,762 ROE RD PARADISE CA 95969,39.7409027497614,-121.621453935164
2073,No Damage,240.0,Mills Ranch,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,55922.0,1995.0,"240 MILLS RANCH RD, FEATHER FALLS CA 95966",39.5660393306368,-121.33433085481
17203,No Damage,4067.0,Wellborn,Way,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,4067 WELLBORN WAY VACAVILLE CA 95688,38.3974181484747,-121.998472603691
114203,No Damage,1542.0,Morada ,Place,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,,,254754.0,1927.0,"1542 MORADA PL, ALTADENA, CA 91001",34.1792345,-118.1187087
15634,No Damage,6961.0,Blue Ridge,Road,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Infrastructure,Infrastructure,,Unknown,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,6961 BLUE RIDGE RD VACAVILLE CA 95688,38.4006881784756,-122.106226439201
18591,No Damage,7630.0,Butts Canyon,Road,,CA,,LNU,Napa,Pope Valley,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,350000.0,1993.0,7630 BUTTS CANYON RD POPE VALLEY CA 94567,38.659679642156,-122.44181400912
60279,Destroyed (>50%),0.0,Socrates Mine,,Anderson Springs ,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,,Fire Resistant,Unknown, , , ,,,,72221.0,,10641 SOCRATES MINE RD MIDDLETOWN CA 95461,38.7833837396785,-122.708032349582
126001,Destroyed (>50%),863.0,Toyopa,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,45684.0,1936.0,"863 TOYOPA DR, PACIFIC PALISADES, CA 90272",34.043813,-118.5232794
81513,No Damage,3107.0,Easy,Street,,CA,,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,,38.8226153838231,-120.01863415016
11388,Destroyed (>50%),580.0,Lommel,Road,,CA,,LNU,Napa,Calistoga,9/27/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,54139901.0,1907.0,580 LOMMEL RD CALISTOGA CA 94515,38.5803633991427,-122.508908191341
